Judul,Label
"Rakyat miskin nekat jual emas rekannya untuk bayar tempat tinggalnya di tahan tanpa belas kasihan, pemerintah mencuri uang rakyat di lindungi hukum pun bungkam.!!!",0
: Cara Menandai Situs Berita Palsu,0
Klarifikasi Video TKA China Mengukur Tanah,0
"Catet ya, biar gak tercyduk",0
Projo Bantah Lakukan Penghadangan Terhadap Neno Warisman,0
"Tidak Ada Media Yang Meliput Demo Buruh Di Depan Gedung KPK, Balai Kota, dan Sekitar Istana",0
Waspada Bahaya Skullbreaker Challenge yang Membahayakan Nyawa,0
"Klarifikasi Pihak Kepolisian Terkait Isu Pembegalan di Pesing, Jakarta Barat",0
Gereja Indonesia di Bandung Mendukung Zionis Yahudi,0
MenPAN-RB Bantah Maju sebagai Caleg,0
Pembangunan Jembatan Gantung Sikundo,0
Penembak Jitu Membidik Peserta Aksi 212 Jilid 2,0
Propaganda: Senjata Paling Ampuh dalam Perang,0
: Cocoklogi PKI 1965 dengan PKI 2017,0
11 Langkah Memverifikasi Sumber Berita di Internet,0
PLAT NOMOR NEGARA ASING DI INDONESIA,0
PBNU Tidak Pernah Menuding Pemerintah Menggunakan Dana CSR BUMN Digunakan Untuk Gerakan Khilafah,0
Pedang Jepang yang bernama Samurai,0
: Wortel Dari Cina Yang Bisa Membuat Bodoh Anak,0
: Hoax Marak Karena Rendahnya Literasi di Media Sosial,0
Tiang Pancang Proyek Infrastruktur Berisikan Narkoba,0
Kemendagri Tidak Pernah Mengeluarkan dan Mengedarkan Surat Pembekalan CPNS Tahun 2018,0
7500 Jadi 7600 Oh Pakde Kenapa Anda Diam?,0
AJI Pontianak Gelar Pelatihan Anti Hoaks di RRI,0
Kemenhub Beri Klarifikasi Atas Kabar yang Menyebutkan Ada 2 Pegawai Ditahan Usai Kebakaran di Gedung Kemenhub,0
Ketika Anies-Sandi Menang Dengan Kekuatan Kaum Radikal Indonesia,0
Sebuah Rezim Yang Mencari Solusi Pembiayaan Pembangunan Dengan Cara Menjual Aset-Aset Vital Negara,0
"Mulai Tahun Depan, PDIP Minta MUI Agar Babi Panggan Halal...",0
: Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,0
"Hoax crisis centres will be launched to counter falsehoods ahead of Indonesian elections, says founder of anti-hoax network",0
Ratusan Pekerja Pertamina RU II Dumai Tolak Akuisisi Pertagas,0
Megawati Minta Pemerintah Tiadakan Azan,0
Meme Foto Gus Mus,0
Pengamat Media Sosial: Tak Ada Hoax yang Positif,0
"RS Wates Pasang Spanduk, Umumkan BPJS Menunggak Belasan Miliar",0
Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,0
Cairan dalam Wadah Mainan Anak yang Menyerupai Pisang Tidak Mengandung Narkoba,0
Nissa Sabyan Bantah Diundang Panitia Pesta Raya Porda Jabar 2018 untuk Mengisi Acara,0
Lawan Pelaku Teror Thamrin AKBP Untung Gunakan Pistol Buatan Tahun 1911,0
Cacing Hidup di Produk Ikan Supermarket |  Live Worms in Supermarkets Fish Product,0
"Polri Bongkar Grup The Family MCA, Sindikat Penyebar Isu Provokatif",0
: Pemberian Izin Eksploitasi Emas Menggunakan Alat Berat di Banyuangi,0
Dokter ini Aktif Sembuhkan Pasien dari Kabar Hoax,0
Update Status Terkait Penutupan Beberapa Destinasi Wisata di DIY,0
THE END OF THE LEGEND Kopi Liong Bulan,0
Pertamina Tidak Bangkrut,0
Sebaran Hoaks di Tengah Kepanikan Bencana,0
Yang Berminat Menjadi Anggota PKI Silahkan Daftarkan Diri Anda,0
KH Asep Saifuddin Chalim Bantah Sebut Orang yang Menyarankan Memilih Gus Ipul Telah Berkhianat,0
Klarifikasi Divisi Humas Polri terkait informasi anak China ancam tembak Jokowi dibebaskan,0
Cetakan Uang Baru Tidak Diakui Dunia Internasional,0
Bappenas Bantah Tudingan Sandiaga Uno yang Sebut Pemerintah Mengintervensi Data BPS,0
"Hoax Bendera Terbalik, Panglima TNI Disebut Goblok",0
Umat Budha di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya di Myanmar,0
Kementrian Agama Bantah Sertifikat Perizinan Untuk Kelompok Bimbingan Ibadah Haji,0
Penjara 6 Tahun dan Denda Rp 1 Miliar Bagi Pelaku Informasi Hoax,0
: Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax,0
Sandiaga Uno Memperoleh Pemberkatan dari Pemuka Kristen pada Saat Natal,0
Kebakaran Hutan di Kalimantan Tengah,0
Di Turki Juga Ada Brand 212,0
Misbakhun Bantah Fasilitasi RSCC Adakan Konferensi Pers Terkait Pemblokiran Rekening Bank Milik Ruben PS Marey,0
Hoax Politik dan  Keteladanan Elit,0
": Saksi Meringankan Ahok, Ulama Mesir Temui Jokowi di Istana Negara.",0
Video Pria Terbaring Berazan Adalah KH Hasyim Muzadi,0
"Jangankan Anies yang di Acuhkan, Bahkan Seorang Raja di Tanah Jawa Pun Juga Merasakan Hal yang Sama",0
Polda Nusa Tenggara Barat Mengklarifkasi Bahwa Tidak Ada Kejadian Perkosaan Turis Perancis di Gili Trawangan Lombok,0
Ini Penjelasan Mentan soal Larangan Rockmelon Australia ke Indonesia,0
Nama Jalan Di Pulau Reklamasi,0
Tersangka Muslim Cyber Army Diduga Ahokers,0
Sri Lanka Blokir Facebook dan Whatsapp Buntut Kerusuhan Antaragama,0
"Hina Panglima TNI dan Jokowi di Medsos, Dokter di Sumbar Ditangkap",0
Berita Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu yang Diturunkan,0
Ikatan Jurnalis TV Indonesia Melawan Hoax,0
Mahfud MD Bantah Mengusulkan Penghentian Kasus Novel Baswedan,0
Presiden Jokowi Diledek Korban Kebakaran Saat Mendatangi Pasar Senen yang Terbakar,0
Pihak Kepolisian dan The Jakmania Bantah Melakukan Sweeping Plat D di Halim Perdana Kususma Semalam,0
"Bukan disebabkan vaksin, siswa MI di Palembang tewas karena radang otak",0
KPUD DKI Jakarta Belum Temukan Nama Mantan Wali Kota Jakpus yang Dikabarkan Maju Caleg dari PDI-P,0
"Pria di Kansas, Amerika Meninggal Ditembak Polisi Akibat Hoax yang Dibuat Pemain Game Call of Duty",0
Penjelasan Terkait Berita Muslim Cyber Army yang Tidak Sesuai Standar,0
Klarifikasi Kementerian Luar Negeri Terkait Isu Pelarangan Anak Habib Rizieq Masuk Yaman,0
Saracen mungkin telah ditutup tapi Indonesia masih perlu rencana untuk menurunkan generator berita palsu lainnya.,0
: Audiensi Masyrakat Anti Hoax dengan Kapolri,0
"Video Motor Dibakar di FB Ditulis Efek Operasi Zebra, Iwan Dibekuk",0
Brookings Institution: Percakapan dengan Joko Widodo Presiden Indonesia,0
"Bantah Nomor Urut 01 Untungkan Jokowi-Maruf dalam Komputer Sistem Biner, KPU Tegaskan Perhitungan Suara Dilakukan Secara Manual",0
Klarifikasi Terkait Kasus Perusakan Kapel Santo Zakaria di Ogan Ilir,0
Manajer Kampanye Ditahan | Facebook dan Twitter Tak Mengira Dampak Luas Manipulasi Konten,0
Logo Jawapos.com Dicatut untuk Hoax,0
"Sempat Sebut Hoaks, Pasar Jaya Akui Ada Pedagang Pasar Mayestik Positif",0
Klarifikasi Polres Bogor Terkait Pembuatan SIM Tanpa Tes Rp. 150 Ribu di Acara Millenial Road Safety Festival,0
Malware AZORult di Aplikasi Palsu Peta Sebaran COVID-19,0
: Cuitan Di Twitter Karyawan PT Adhi karya Terhadap Gus Mus Bijak Bersosial Media,0
KEPOLISIAN TEPIS ISU PENYERANGAN OLEH WARGA RUMPIN BOGOR,0
: Penemuan Senjata Kelompok Syiah di Goa Husainiyat,0
Usus Buntu Bukan Disebabkan Oleh Menelan Biji Jambu,0
"KONDISI WILAYAHNYA DISEBUT TIDAK AMAN, BUPATI NDUGA PAPUA BERI KLARIFIKASI",0
"BAYI MENINGGAL KARENA LAHIR TANPA BIDAN, KAPUSKESMAS KADING BONE BERI KLARIFIKASI",0
Dakta 107 FM: Klaim Obat Corona Hadi Pranoto,0
Mengerikan Lihat Video Ini: Agama Baru yang Meniru Islam,0
PKI KETANGKEP SORE TADI...!!! MAMPUS.,0
"Posting Baliho Hoax soal PDIP, Seorang Ibu Ditangkap Polisi",0
Klarifikasi Terkait Isu Terlantarnya Mahasiswa NTB di Korea Selatan,0
Larangan Takbiran di DKI Jakarta,0
Foto Ridwan Kamil dan Sukmawati Soekarnoputri adalah Saat Meresmikan Renovasi Penjara Bung Karno di Banceuy,0
Klarifikasi #SOSDrJohnSimpsonForIndonesia,0
Years of Living Dangerously: Last Stand,0
Bahaya Buah Durian Mengandung Kolesterol Tinggi,0
bijaksana memilih sumber berita online,0
"KLARIFIKASI REBECCA, WANITA YANG DITUDING TEMBAK RAZAN AL-NAJJAR",0
Google Latih Jurnalis Kalbar Tangkal Hoaks,0
Mafindo Chapter Depok adakan Sosialisasi Anti Hoax,0
VIDEO TIKUS SEDANG MANDI LAYAKNYA MANUSIA,0
Menanamkan Mental Paranoid Melalui Berita Hoax,0
"Zara Zettira : Semua Pemilik Akses Ke Sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014",0
Pesan Berantai Tentang Penyebab Penyakit Dalam Organ Tubuh,0
Moms...hati2 yaaa..skrg video porno bisa di search lewat WA,0
: Nenek Sepuh Yang Butuh Donasi,0
Pernyataan Ketua MUI Terkait Pelarangan Takbiran Keliling,0
Tiga Bank BUMN Tidak Suntikkan Modal Ke Bank Muamalat,0
Klarifikasi terkait Pesta Budaya Tabuik yang Disebut Beraliran Syiah,0
: Motif Pembacokan Hermansyah Karena Kasus Chat Rizieq Shihab,0
Beberapa Tips Untuk Mengurangi Rasa Khawatir Menggunakan Facebook,0
Polri Bantah Kerahkan Sniper untuk Menjaga Veneu Asian Games,0
Klarifikasi Kepolisian Terkait Aturan Kendaraan Bermotor yang STNK Mati Selama 2 tahun Menjadi Bodong,0
Rangkuman 40 Berita Hoax Kesehatan Terbanyak,0
Anak Palestina Ditembak Oleh Tentara Israel Dari Jarak Dekat!,0
SAPI MENANGIS PELUK PEMIKNYA SEBELUM DISEMBELIH,0
Klarifikasi BMKG Terkait Foto Indonesia Very High Seismic Risk,0
Harga Daging Lebih Murah di Singapura Daripada DKI Jakarta,0
"Insinyur Google dipukuli sampai tewas, 3 kritis dalam serangan penghakiman massa di India yang didorong oleh rumor penculikan",0
Tips Hindari Ancaman Pidana Menyebarkan Hoax,0
TIDAK ADA PENGRUSAKKAN PANGGUNG ISTIGHOSAH OLEH PERSAUDARAAN SETIA HATI TERATE,0
Garam dan Air Ludah Untuk Memecahkan Kaca Mobil,0
Pertamina Bantah Mengurangi Kuota BBM Bersubsidi Di Wilayah Solo Raya dan DI Yogyakarta,0
"DITERPA ISU KUALITAS RASTRA, CAMAT PALU BARAT BERI KLARIFIKASI",0
Solusi Daging Mahal Ala Mentan: Makan Keong,0
: Metro TV Klarifikasi Tayangan Quick Count Unggulkan Prabowo,0
"BKSDA Klarifikasi Soal Penampakan Harimau Sumatra di Agam, Sumatra Barat",0
Buku Berkonten Sekolah Komunisme,0
Kemenhub Klarifikasi Terkait Isu Pilot Indonesia Banyak Yang Tidak Lulus Ujian Simulator Airbus di Australia,0
Pertemuan Suku Dayak Menuntut Gubernur Kalimantan Barat Untuk Meminta Maaf,0
"Ketik #Aktif di Facebook Kembalikan Foto Profil yang Hilang, Hoaks atau Fakta?",0
Anda Pernah Membully Orang Lain?,0
KBR: Merebaknya Teori Konspirasi dan Disinformasi Covid,0
"@Metro_TV: Kembali Tenang Berdagang di Trotoar Tanah Abang, portal-islam.id: Serang Anies-Sandi Dengan Berita Hoax, Metro TV DIPERMALUKAN Haji Lulung",0
": Skandal Keuangan Tersebar, Gubernur Tokyo Mengundurkan Diri",0
"Doktor yang jadi Pemulung Sampah ini, Ternyata Adiknya Pramodya Ananta Toer",0
Aksi Demo Membela Sahabat Driver yang Terancam 4 Tahun Penjara,0
GUNUNG GONGGANG DI SAGARANTEN SUKABUMI DIKABARKAN AKAN MELETUS,0
ISU PENCULIKAN DISERTAI PEMERKOSAAN TERHADAP REMAJA DI BALIKPAPAN TIDAK TERBUKTI,0
Rela Berkorban demi Jihad Goban,0
Benarkah Menteri Susi Sediakan 20 Bus untuk Aksi 411 atau 212?,0
Kita ketawain aja HOAKnya kaum bumi datar,0
Klarifikasi terkait Video Viral Pagar Masjid Istiqlal yang Ditutup,0
"Tidak Ada 220 Anak Palestina yang Mengungsi dan Siap Diadopsi di Belawan, Medan",0
Klarifikasi Terkait Isu Bank Artos Diakuisisi Gojek Menjadi Bank Gojek,0
: Waspada SCAM Pesan Berantai Video Call Whatsapp,0
BNPB Kecewa Ada yang Sebar Hoax Bantuan Gempa Lombok,0
"Tidak Ada Bom di Pesawat Lion Air JT 120 Rute Cengkareng - Tanjung Pandan, Belitung",0
7 Tipe Informasi Hoax,0
"The Habibie Center, Drone Emprit: Breaking the chambers walls",0
MUI Ajak Masyarakat Tak Ragu untuk Vaksin MR,0
Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #orangpintarkenahoax,0
Jangan Tinggalkan Barang Berharga di Mobil,0
Kematian Presiden Turki Ataturk Yang Liberal dan Zolim,0
Kejati Kaltim Bantah Telah Keluarkan Rekomendasi Pengawasan Proyek Masjid Pemprov Kaltim di Kinibalu,0
Dua Anak Yatim Piatu Tidur Di Dalam ATM Pom Bensin Galur Cempaka Putih,0
Judul Berita Media Asing Yang Menghina Jokowi,0
Sikat Gigi Berbahan Bulu Babi,0
KEPOLISIAN ANGKAT BICARA TERKAIT FOTO KOMPAK PENONTON YANG ACUNGKAN SALAM DUA JARI DI MILLENIAL ROAD SAFETY FESTIVAL,0
Unggahan Hasil C1 Pleno TPS di Bangil Pasuruan Berbeda dengan Hasil Situng KPU,0
Semudah Apakah Menyebarkan Berita Palsu di Facebook?,0
Pemerintah dengan asik duduk dikursi diskusi dan bilang...,0
Fakta Sesungguhnya terkait Video Deklarasi Keluarga Ibu Kandung Prabowo di Minahasa Mendukung Jokowi dalam Pilpres 2019,0
Ormas Projo Bantah Keluarkan Surat Aksi Kiri Super Senyap,0
Penculikan Anak Yang Gunakan Foto Korban Perang dan Video Pembantaian,0
Tanda yang Dikira Teror Itu Ternyata untuk Kegiatan Pramuka,0
"Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta",0
Klarifikasi Kenapa sholat di tempat ibadah agama lain? apakah dalam keadaan darurat?,0
KNPI Sumut Bantah Terima Mobil Bekas DPRD Sumut,0
Belum Ada Susunan Resmi Tim Kampanye/Pemenangan Pasangan Prabowo-Sandi Hingga Kini,0
Dana Haji Melayang,0
: Kaos Kaki Jokowi,0
Ahok Bersalaman dengan Raja Salman adalah Editan,0
Kapolres Gresik Tak Pernah Minta THR Kepada Masyarakat dan Perusahaan di Gresik,0
Pria yang Ada dalam Video Telur Palsu Meminta Maaf,0
BMKG: Informasi LIPI soal Gempa Jawa Dipelintir,0
Hasil Rata-rata Survei Masyarakat Anti Fitnah Indonesia - Surabaya,0
Suara sumbang petani Kendal yang digusur proyek tol,0
Klarifikasi Taman Safari Indonesia Terkait Harbonas Sale Tiket Terusan Panda,0
Video Siswa Pelaku Pembunuhan Guru di Sampang Tengah Sakau/Mabuk,0
BKD Provinsi Papua Tidak Pernah Janjikan Jatah Penerimaan CPNS 2018,0
APLSI Bantah Harga Listrik di Indonesia Termahal di Dunia,0
Retas Akses ke Akun Menggunakan Ping,0
"Irina, Istri Ahli IT Hermansyah disebut Mantan PSK",0
: Penjelasan BPOM Terkait Hoax Serta Isu Mengenai Makanan,0
Tim Kampanye Jokowi-Maruf Laporkan Akun Facebook ke Polisi,0
Seputar Jakarta News: Alumni 212 Gelar Setahun Aksi 411 di Masjid Al Azhar,0
Manusia serigala bayi menipu pengguna media sosial di seluruh dunia,0
"Xiami, Jualan HP Atau Komunisme",0
Ahok Minta Warga Luar Batang Wakafkan Tanah untuk Plaza,0
Dorce Bantah Menuding Ratna Sarumpaet sebagai Transgender,0
Polisi Buru Ormas yang Jadi Dalang Berita Hoaks soal Penyerangan Ulama,0
Kerabat Sebut Zaadit Taqwa Alami Gangguan Jiwa Sejak Jokowi Terpilih Menjadi Presiden,0
Indochina Penyebutan Untuk Negara Baru Indonesia-China,0
Kominfo Memblokir Situs Cekktp,0
KPU Bantah Informasi Yang Menyebut Bahwa Kemarin Adalah Batas Terakhir Pengecekan Daftar Pemilih Pilpres 2019,0
Radio Elshinta: Kasus Prank Daging Kurban Isi Sampah,0
@rudiantara_id: Tweet @PartaiHulk Ini Mengandung Fitnah yANg Sangat Keji dan Tidak Berdasar,0
Arseto Pariadji Menyerahkan Diri ke Polisi,0
Klarifikasi Terkait Perbedaan Hasil Situng KPU Ketika Dipindahkan Dalam Bentuk Microsoft Excel,0
Menkominfo: BSSN tidak tangani `hoax`,0
Klarifikasi tvOne terkait foto Ustadz Abdul Somad dan Direksi serta karyawan tvOne di akun twitter @saididu,0
Penjelasan Polresta Surabaya dan Ketua Front Mahasiswa Nasional  Surabaya Terkait Informasi 2 Mahasiswa Non-Papua yang Hilang Pasca Penggerebekan,0
Aksi 299 untuk Menolak Pencabutan TAP MPRS Soal PKI?,0
Revisi deskripsi foto di berita Tempo Rumah Tahan Gempa Rp 15 Juta Mulai Berdiri di Lombok Utara,0
Universitas Muhammadiyah Kupang Bantah Akan Menginisasi Gerakan #GantiPresiden2019,0
Mengecek Kebenaran Klaim Yusril soal 500 Gereja yang Ditutup di London,0
: Ribuan Etnis China Singapura Turun ke Jalan Menentang Terpilihnya Presiden Muslimah,0
: Petani Lombok Temukan Pupuk Berlogo Palu Arit,0
PT Indonesia Morowali Industrial Park Membantah Isu Senjata Api Selundupan,0
Masjid Istiqlal Digembok Untuk Menghalau Peserta Aksi 212 Jilid 2,0
Jokowi: Revolusi mental akan gagal kalau agama tidak dipisahkan dari politik,0
PERJUANGAN SITUS KEBENCIAN MENGEMAS OMONG KOSONG,0
Dengan Air Mata PM Kanada Menyambut Pengungsi dari Suriah |  With Tears PM of Canada Welcomed the Refugees from Syria,0
FPI Tidak Menyebarkan Spanduk Habib Rizieq Dukung Khilafah,0
"VIRAL DUA ANAK DITOLAK DAFTAR SMP DI MEDAN KARENA TAK MILIKI KK, PIHAK SEKOLAH BERI TANGGAPAN",0
"Diduga Stres Setelah Cerai dengan Istrinya, Suyatno Bacok 2 Orang",0
"Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA",0
Polri Tidak Lakukan Perubahan Pelat Kendaraan Bermotor Menjadi Warna - Warni,0
Kepolisian NTB Bantah Adanya Kabar Perampokan di Kopang Pasca Gempa Lombok,0
Transjakarta Bantah Kini PNS DKI Jakarta Mesti Bayar,0
Kak Seto Marah Dengan Film Naura,0
Ustaz Fadlan Garamatan Tidak Maju Sebagai Caleg Dari PDIP,0
"49 WN Tiongkok yang Masuk ke Sultra Ternyata Orang Baru, Bukan Pekerja Lama",0
Mahasiswa Universitas Jenderal Sudirman Purwokerto Nyanyi Lagu Indonesia Raya di dalam Mesjid Nurul Alam,0
Walikota Solo Larang Buber dan Halal Bihalal,0
Klarifikasi Dinas Kesehatan Kabupaten Cianjur Terkait Kabar Bocah Bernama Muhammad Zihad Menderita Gizi Buruk,0
Indonesia Tidak Ikut Aliansi Negara Islam Menyaingi NATO,0
Pemkab Kotim dan Pihak RSUD dr Murjani Sampit Bantah Rumah Sakitnya Turun Kelas,0
Foto Bareng Anies Baswedan dengan Ulama Petinggi ISIS Yusuf Al-Qaradhawi,0
Bisnis Penjualan Fanpage,0
"MAFINDO Jombang: The Fact Talk Sakit, tapi takut ke layanan kesehatan? Takut kena COVID-19?",0
Isi Pidato Yahya Staquf di Yerusalem soal Israel-Palestina,0
Membumikan Bikini di Tempat Umum dengan Selfie,0
Kebakaran di Perumahan Polda Jabar karena Membubarkan Pengajian,0
DJP Bantah Call Centernya Meminta Data KTP dan Identitas Lainnya,0
": Harun Yahya, Salah Satu Pionir Hoax Umat Islam",0
"Marak Hoax, Pemerintah Didesak Terapkan Kurikulum Digital",0
Post Keadaan Yogyakarta Pasca Bentrokan PRPPB,0
Kurma Impor Produksi Israel,0
Menara Jaringan Telekomunikasi 5G di Inggris Dibakar karena Hoax Virus Corona,0
Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI,0
Klarifikasi Kemenkes Terkait Tuduhan Penggunaan Foto Tanpa Izin Untuk Bungkus Rokok,0
BMKG Menilai Pemberitaan Aljazeera yang Mengatakan Polusi Udara di Jakarta Tidak Sehat Jelang Asian Games adalah Berlebihan,0
"Musuh Sudah Di Depan Mata, Perlawanan PKI dan Penculikan Akan Segera Di Laksanakan",0
"Beredar Foto Mesra Fadli Zon Dengan Pelakor, Fakta Aslinya Munculkan Perdebatan",0
Polres Banjarbaru Bantah Melakukan Pemeriksaan dan Pengamanan Terhadap Pedagang Pentol Berbahan Daging Kucing,0
"Penggalian Saluran Air di Penjaringan, Jakarta Utara Bukan Proyek Palyja",0
Penjelasan terkait Pernyataan Prabowo soal Impor Air di Debat Capres,0
Klarifikasi Polri dan KPK Terkait Kabar Kabareskrim Bongkar Rekening Gendut Ketua KPK,0
"Bukan Satu-satunya Penentu Hasil Pemilu, Ini Sejumlah Kegunaan Situng KPU RI",0
"Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",0
Bahrun Mantan FPI yang Pindah ke Banser NU Foto Bersama Ahok,0
: BBKSDA Jatim Mengklarifikasi Bahwa Wisata Alam Kawah Ijen Masih dibuka,0
: Berita Palsu yang Memicu Pembantaian Perang Dingin,0
"Tahun Lalu, Media Sosial Digunakan untuk Mempengaruhi Pemilu di Sedikitnya 18 Negara",0
"Terduga Teroris IS yang Tertangkap di Sleman, Yogyakarta Bukan Pelatih Judo di UGM",0
Penjelasan Haikal Hassan terkait Cuitannya yang Mendukung Jokowi dan Sebut Prabowo Tidak Jumatan Malah Minum Bir,0
Yenny Wahid : PBNU Gagal Paham terhadap Kebijakan Pemerintah Lima Hari Sekolah,0
Satgas Pangan Polri Pastikan Tak Ada Telur Palsu Beredar di Pasar,0
Ketika Emosi Dominasi Politik,0
"Akhirnya 3 Bank Besar Indonesia Berhutang Besar ke Cina, Apa Selanjutnya ?",0
KOMPAS: Infodemi Membuat Publik Abai dengan Bahaya Covid-19,0
: Nama Meikarta diambil Dari Tragedi Mei Jakarta 98,0
MITRA OJEK ONLINE DISERANG HOAKS RACUNI PESANAN MAKANAN KONSUMEN,0
Klarifikasi KPU Terkait Pernyataan Ustaz Haikal Hassan Mengenai 13 Juta Pemilih yang Gila,0
Billboard Bertuliskan PDIP Tidak Butuh Suara Umat Islam,0
Cara Cerdas Mencegah Penyebaran Hoax di Media Sosial,0
PBB Membantu Assad,0
: Foto Makan Bersama SBY dengan GNPF MUI,0
Rajin Makan Wortel Dapat Menyembuhkan Mata Minus ?,0
WHO: Saran penyakit Coronavirus  untuk umum: membantah Mitos,0
"Dihadang Warga Penjaringan, Ahok Kabur Lewat Kebun",0
: LSF Mengklarifikasi Terkait Pemotongan 7 Menit Durasi Film Avengers Infinity War,0
"Klarifikasi Terkait Insiden Pengusiran Anggota DPRD Kabupaten Kepulauan Mentawai dan DPRD Sumbar di Kawasan Resort Aloita, Mentawai",0
KURSI DI GBK RUSAK PARAH PASCA LAGA INDONESIA VS ISLANDIA,0
Anies Baswedan: Seharusnya Penista Agama Tidak Boleh Mendapatkan Remisi,0
"Indonesia Dijajah Belanda Selama 350 Tahun, Benarkah?",0
KPU Bantah Tuduhan Server Disetting untuk Menangkan Jokowi 57% dan Akan Lapor Bareskrim,0
PT. Dirgantara Indonesia Tak Dijual ke Pihak Asing,0
Video Transmart Bocor dengan Kucuran Air yang Deras dan Banjir Kecoklatan bukan di Yasmin dan Duta Mall,0
Klarifikasi PT Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,0
"Besok, Mesin Sensor Milik Kemkominfo Mulai Berburu",0
"Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya",0
Surat Terbuka KM ITB,0
Klarifikasi BNPB Terkait Isu Pengusiran Relawan BPBD,0
"Rieke : Memang saya PKI, ada yang salah?",0
Felix Siauw : Umat Muslim Yang mengucapkan Kata selamat natal Wajib Dipenjarakan Karena Menistakan Agama Islam,0
"Dituduh Menistakan Agama, Walikota Risma dilaporkan ke Polisi",0
Pengibaran Bendera Israel dalam Acara di Jayapura,0
Video Jokowi Diolok-Olok Di Arab Saudi,0
Ujaran Kebencian Untuk Etnis China Yang Mengatasnamakan Sultan Hamengkubuwono X,0
Pernyataan Pihak Kepolisian Terkait Acara Peringatan 4 tahunan Jemaah Khilafatul Muslimin yang akan Diadakan di Masjid Akbar Kemayoran,0
Pihak Keluarga Almarhumah Siswi SMPN 2 Semen Bantah SA Meninggal dalam Kondisi Telinga Berdarah dan HP Berantakan di Lantai,0
Film Pendek Berjudul Hoax,0
Penjelasan Terkait Informasi Mobil Berstiker Prabowo-Sandi Tidak Boleh Masuk Kebun Raya Bogor,0
Polri Minta Kominfo Blokir Situs SkandalSandiaga.com,0
Anggaran Renovasi Kolam DPRD DKI Jakarta Diusulkan Orang Kepercayaan Ahok dan Ketua DPRD DKI Jakarta Fraksi PDIP,0
Kemenpan-rb Mengklarifikasi Soal Pembagian NIP Untuk CPNS yang Beredar Melalui Pesan Berantai,0
Penjelasan terkait Video Truk Kontainer Bergambar Jokowi-Maruf Amin,0
Sophia Latjuba Bantah jadi Anggota Jurkam Jokowi - Maruf,0
Bersama Melawan Penyebar Hoaks,0
Seseorang di India Dadanya Hancur Karena HP Samsul Mbleduk,0
Mafindo Kampanyekan Lawan Hoax di Depok Bersama Kepolisian,0
Klarifikasi Camat Kemalang Terkait Isu Pungli Perekrutan Perdes di Tangkil,0
Kapolres Jakpus Sebut Kabar Warga Tewas di Acara Bagi-bagi Sembako Monas Hoax,0
"Bupati Luwu Utara, Indah Putri Indriani Tidak Mempunyai Akun Facebook",0
Kak Seto Tidak Mengisi Acara di Sampoerna Academy,0
Perlakuan Berbeda antara GNPF MUI dengan Teman Ahok Terkait Sumbangan Dana di Hadapan Polri,0
"Ya Ampun, Pak Jokowi Difitnah Lagi",0
Klarifikasi terkait Informasi Pihak Kepolisian Akan Bubarkan Warga yang Salat Idul Adha di Jembatan Ampera,0
KemenPAN-RB Bantah Terbitkan Laporan Penetapan e - Formasi untuk Pengangkatan CPNS 2016 - 2019,0
PT Pos Indonesia Membantah Isu Telah Bangkrut,0
Video Petugas KPPS Coblosi Kertas Suara di Halmahera Tengah Beredar,0
Rombongan Presiden Jokowi Kecelakaan di Sumatera Barat,0
DPR Curiga 5 Buruh China Yang Ditangkap TNI AU Masuk Wilayah Halim Sebenarnya Intelijen,0
"Klarifikasi Ainun Baharuddin Terkait Meme yang Bertuliskan Tusuk ka, kalau amuki enak",0
Penjelasan terkait Novel Baswedan yang Disebut jadi Partisipan Partai Gerindra dan Ketidaknetralan KPK di Pilpres 2019,0
Pentingnya Literasi Media,0
Ini Perbedaan Netizen Jurnalis dan Wartawan,0
Ketua INASGOC Bantah Indonesia Bermain Curang Pada Cabang Pencak Silat ASIAN Games 2018,0
: Jokowi Izinkan WNA Untuk Mendirikan Ormas,0
Mursal  Meninggal Terbunuh Setelah Memaparkan Limbah Minyak Goreng,0
Teori Flat Earth Bukanlah Hoax,0
"VIRAL FOTO TEBING ULUWATU BALI RETAK, PIHAK PENGELOLA BERIKAN KLARIFIKASI",0
